Public,0,2,0,0,0,0,42.1268747,-87.9374317,69185
Public,0,2,0,0,0,0,42.0658412,-88.0162886,69192
Public - Card key at all times,0,2,0,0,0,0,41.93783569,-88.11071014,69246
Public - Card key at all times,0,0,2,0,0,0,42.01417542,-87.9274292,69430
Public - Card key at all times,0,0,2,0,0,0,41.94977188,-87.88253021,69431
Public - Card key at all times,0,0,2,0,0,0,42.25248337,-87.9001236,69432
Public - Card key at all times,0,2,2,0,0,0,41.89504623,-87.6289978,69433
Public - Card key at all times,0,2,1,0,0,0,41.94844437,-87.64996338,69434
Public - Card key at all times,0,2,1,0,0,0,41.99061203,-87.74868774,69435
Public - Card key at all times,0,0,2,0,0,0,41.83154297,-87.79415894,69438
Public - Card key at all times,0,0,2,0,0,0,42.01551437,-87.92518616,69441
Public - Card key at all times,0,0,2,0,0,0,42.25354767,-87.90261078,69443
Public - Card key at all times,0,0,2,0,0,0,41.57780457,-87.6002121,69444
Public - Card key at all times,0,0,2,0,0,0,42.01506424,-87.92534637,69445
Public - Card key at all times,0,0,2,0,0,0,41.8647995,-87.64537811,69446
Public - Card key at all times,0,0,2,0,0,0,41.98472595,-87.66098022,69447
Public,0,1,0,0,0,0,42.3152904,-88.2776317,70080
Public - Card key at all times,0,1,2,0,0,0,42.04653168,-88.03881073,70125
Public - Card key at all times,0,2,1,0,0,0,42.10703278,-87.80077362,70370
Public - Card key at all times,0,0,2,0,0,0,41.94322586,-87.68932343,70371
Public - Call ahead,0,1,0,0,0,0,42.1888544,-87.8241883,70445
Public - Call ahead,0,1,0,0,0,0,42.386942,-88.0003053,70446
Private,0,1,0,0,0,0,42.1888544,-87.8241883,70465
Private,0,1,0,0,0,0,42.386942,-88.0003053,70471
Public,0,2,0,0,0,0,41.7821645,-88.1470372,70624
Public,0,1,0,0,0,0,42.2512928,-88.287511,70715
Public,0,2,0,0,0,0,41.4510674,-88.1813087,71029
Public,0,2,0,0,0,0,41.7216308,-87.7313652,71039
Public - Card key at all times,0,0,2,0,0,0,41.97493744,-87.6929245,71137
Public - Call ahead,0,2,0,0,0,0,41.8936038,-87.6260979,71145
Public,0,1,0,0,0,0,42.1096049,-88.2963137,71146
Public,0,3,0,0,0,0,41.9741785,-87.8633316,71152
Public,0,1,0,0,0,0,41.8970705,-87.6250667,71153
Public - Call ahead,0,1,0,0,0,0,41.9709481,-87.6679862,71154
Public,0,1,0,0,0,0,41.8866912,-88.3034889,71155
Public,0,2,0,0,0,0,41.8433284,-88.0686417,71181
Public - Card key at all times,0,0,2,0,0,0,41.57999039,-87.59881592,71222
Public - Card key at all times,0,0,2,0,0,0,41.86291504,-87.88162994,71255
Public,0,4,0,0,0,0,42.0567324,-87.6873493,71460
Public - Card key at all times,0,0,2,0,0,0,42.13891983,-88.03465271,71511
Public,0,1,0,0,0,0,41.509059,-87.848268,72276
Public,0,4,0,0,0,0,41.8809896,-87.6360275,72432
Public,0,2,0,0,0,0,41.8665713,-87.6217565,72438
Public,0,2,0,0,0,0,41.8765628,-87.6329998,72468
Public,0,2,0,0,0,0,41.8766677,-87.6329488,72469
Public,0,10,0,0,0,0,41.8937953,-87.620766,72473
Public,0,4,0,0,0,0,41.9778022,-87.7191278,72478
Public,0,4,0,0,0,0,41.8843323,-87.6385264,72544
Public,0,2,0,0,0,0,41.8866787,-87.6289995,72664
Private,0,1,0,0,0,0,41.8579232,-87.9545118,72877
Private,0,1,0,0,0,0,41.8579232,-87.9546118,72897
Private,0,1,0,0,0,0,41.8462955,-87.98491,72930
Private,0,1,0,0,0,0,41.8461955,-87.98491,72947
Private,0,1,0,0,0,0,41.50613893,-87.59173546,73005
Private,0,1,0,0,0,0,41.50614603,-87.59153831,73096
Private,0,3,0,0,0,0,41.7298712,-88.0387984,73372
Private,0,2,0,0,0,0,41.7204428,-88.0378699,73373
Private,0,2,0,0,0,0,41.7311775,-88.0360436,73374
Public - Call ahead,0,2,0,0,0,0,41.829649,-87.659725,73375
Private,0,4,0,0,0,0,41.8860567,-87.6627082,73376
Private,0,4,0,0,0,0,41.8303018,-87.7242397,73377
Public - Call ahead,0,2,0,0,0,0,41.8232224,-87.6599316,73378
Private,0,2,0,0,0,0,42.024087,-88.3209462,73379
Private,0,6,0,0,0,0,42.184913,-87.8233039,73380
Private,0,2,0,0,0,0,41.4948532,-88.0333829,73381
Private,0,6,0,0,0,0,41.4943472,-88.0406035,73382
Public - Call ahead,0,2,0,0,0,0,41.4943472,-88.0406035,73383
Private,0,4,0,0,0,0,42.3025,-88.007327,73384
Private,0,1,0,0,0,0,41.8754979,-87.8337192,73385
Private,0,4,0,0,0,0,41.879329,-87.84316,73386
Private,0,2,0,0,0,0,41.8516658,-87.9207354,73387
Private,0,4,0,0,0,0,41.8461955,-87.98491,73388
Public - Call ahead,0,6,0,0,0,0,41.846243,-87.9849056,73389
Public - Call ahead,0,6,0,0,0,0,41.848035,-87.9831536,73390
Private,0,1,0,0,0,0,41.4434641,-87.7323074,73391
Private,0,2,0,0,0,0,41.4346755,-87.7368916,73392
Private,0,1,0,0,0,0,41.848035,-87.9831536,73393
Public - Call ahead,0,2,0,0,0,0,41.8516658,-87.9207354,73394
Public - Call ahead,0,1,0,0,0,0,42.3025,-88.007327,73395
Private,0,1,0,0,0,0,41.4943472,-88.0406035,73396
Private,0,4,0,0,0,0,41.4948532,-88.0333829,73397
Private,0,2,0,0,0,0,41.7204428,-88.0378699,73398
Public,0,2,0,0,0,0,41.899474,-87.619448,73954
Public,0,1,0,0,0,0,41.682041,-87.77359,74067
Public,0,2,0,0,0,0,41.8830254,-87.6421009,74105
Public,0,2,0,0,0,0,41.886859,-87.6525005,74327
Public,0,2,0,0,0,0,42.0565641,-87.9035632,74367
Private,0,1,0,0,0,0,41.6635406,-87.5613058,74841
Public,0,2,0,0,0,0,42.0240652,-87.8132599,75248
Public,0,1,0,0,0,0,41.9605657,-87.9615486,75249
Public,0,2,0,0,0,0,41.8827863,-87.6228448,75250
Public,0,2,0,0,0,0,41.8774374,-87.6242333,75251
Public,0,2,0,0,0,0,41.9815386,-87.8594107,75253
Public,0,1,0,0,0,0,41.562077,-87.666798,75255
Public,0,2,0,0,0,0,41.8899143,-87.61898,75256
Public,0,2,0,0,0,0,41.8826102,-87.620989,75257
Public,0,2,0,0,0,0,41.9915274,-87.9236017,75783
Public,0,2,0,0,0,0,41.6024469,-87.8346527,75957
Public - Card key at all times,0,2,0,0,0,0,41.48049545,-88.16349792,76204
